,question_id,question_text,rating,comment
101,101,What were the main sectors or industries that attracted expatriates to Kuwait during that period?,,
102,102,What specific social services were provided to expatriates in Kuwait?,,
103,103,How did the tax-free system in Kuwait impact the country's economy and development?,,
104,104,What measures were in place to manage the large expatriate population in Kuwait?,,
105,105,What specific services did the Kuwaiti state provide to its citizens and expatriates?,,
106,106,How did the absence of taxes influence the quality and availability of these state services?,,
107,107,Were there any differences in the services provided to Kuwaiti nationals compared to expatriates?,,
108,108,What specific benefits or services were the expatriates entitled to in Kuwait?,,
109,109,How did the tax-free status for expatriates impact Kuwait's economy or public services?,,
110,110,Were there any exceptions or special cases where expatriates might have been required to pay taxes?,,
111,111,What specific services were available to expatriates in Kuwait?,,
112,112,Did expatriates have access to the same level of healthcare and education as Kuwaiti nationals?,,
113,113,Were there any restrictions or differences in the services provided to expatriates compared to Kuwaiti citizens?,,
114,114,What kind of money transfer services were available in Kuwait for expatriates?,,
115,115,Did the Kuwaiti government impose any restrictions or regulations on money transfers by expatriates?,,
116,116,How did the money transfers by expatriates impact Kuwait's economy or financial system?,,
117,117,What specific financial crisis or stock market crash in Kuwait are you referring to?,,
118,118,How did the lack of capital controls impact Kuwait's economy during that time?,,
119,119,Were there any exceptions to the freedom of movement in and out of Kuwait during that period?,,
120,120,What specific financial crisis did Kuwait experience due to the crash of its stock market?,,
121,121,How did the lack of capital controls impact Kuwait's economy during that time?,,
122,122,Were there any exceptions to the free movement of people and capital in and out of Kuwait?,,
123,123,What specific indemnity formulas were in place for international workers in Kuwait before the invasion?,,
124,124,How did the Iraqi forces' takeover of banks and looting specifically impact the financial assets of expatriates compared to Kuwaiti nationals?,,
125,125,Were there any international efforts or mechanisms in place to compensate or assist the expatriates who lost everything during the invasion?,,
