,question_id,question_text,rating,comment
129,129,Were there any specific projects or tasks assigned using the manual?,,
130,130,What exactly was unclear in PS22C's previous utterance?,,
131,131,Could you clarify what part of the discussion triggered PS22C's unclear response?,,
132,132,What specific aspect of the woodwork manual or the patterns made on the iron part was PS22C trying to understand?,,
133,133,Where exactly in the town was this place located?,,
134,134,What was the significance of the location being in the middle of the town?,,
135,135,Were there other notable landmarks or buildings nearby this location?,,
136,136,What exactly was taught at the manual school?,,
137,137,How did the manual school differ from regular classroom instruction?,,
138,138,Were there any specific tools or materials used exclusively at the manual school?,,
139,139,"What exactly was the ""manual school"" and how did it differ from regular schooling?",,
140,140,How did the woodwork lessons at the manual school compare to other subjects in terms of frequency and importance?,,
141,141,Were there any specific outcomes or projects that you remember from your time at the manual school?,,
142,142,What specific activities did you engage in during that half-day woodwork session?,,
143,143,How was the woodwork session structured within that half-day timeframe?,,
144,144,Were there any particular projects or outcomes you were expected to achieve during these sessions?,,
145,145,What did the other schools do to fill in the rest of the week?,,
146,146,How did the schedule for woodwork lessons compare between your school and the other schools?,,
147,147,Were there any specific subjects or activities that the other schools focused on during those times?,,
148,148,What specific sports did the different schools compete in?,,
149,149,"How did the marching to the football field work, and what was its purpose?",,
150,150,"Why did the schools have different schedules, with some starting at 2 o'clock?",,
