,question_id,question_text,rating,comment
106,106,How does the Oxford Cheetahs' current form compare to their performance at the end of last season?,,
107,107,What are the key strategies or goals the Oxford Cheetahs are focusing on to win the national league this season?,,
108,108,What exactly is the new points limit that was imposed on the Oxford Cheetahs?,,
109,109,How have the higher points riders being let go affected the team's overall strategy?,,
110,110,What are the plans to compensate for the loss of the higher points riders?,,
111,111,"What are the roles or positions of Hans Nielson, Martin Dugard, and Dean Barker within the Oxford Cheetahs team?",,
112,112,How do the retained riders compare in terms of performance or points to the higher points riders who had to leave?,,
113,113,What impact do you expect the retention of these three riders to have on the team's performance this season?,,
114,114,What is Tony Primmer's point average that made him an attractive signing for Oxford Cheetahs?,,
115,115,"How has Tony Primmer performed in previous seasons, particularly in the Eastbourne team?",,
116,116,What specific role or position will Tony Primmer play in the Oxford Cheetahs team this season?,,
117,117,What specific provisions in the Employment Act caused the initial issue with Tony Primmer's work permit?,,
118,118,How did the calculation for the Senior Team's points situation differ from the national points situation?,,
119,119,What steps were taken to resolve the work permit issues for all the riders affected by the points limit?,,
120,120,What specific achievements have been made at the signing of the season?,,
121,121,How has the recall of Mark Carlson from his loan to Stoke impacted the team's dynamics?,,
122,122,What role is Mark Carlson expected to play now that he's returning from his loan?,,
123,123,What specific challenges have British League clubs faced due to the points limit reduction?,,
124,124,How do you envision the long-term benefits of this points limit change for the sport?,,
125,125,Can you elaborate on why you believe a points limit of forty-two would have been more appropriate?,,
126,126,What specific criteria determine the points average that a rider must meet to be included in the team?,,
127,127,How did the amalgamation of the two leagues impact the overall strategy for team composition?,,
128,128,What role does fan popularity play in the decision-making process for retaining or releasing riders?,,
129,129,What specific deal was being negotiated with the foreign federations?,,
130,130,Why did the Danes initially refuse to accept the proposed deal?,,
131,131,What was the nature of the press coverage that was delayed?,,
